;Mkt-RF;SMB;HML;RMW;CMA;RF
20101231;0.15;0.14;0.12;-0.10;0.05;0.00
20110103;0.69;-0.14;0.53;-0.50;0.17;0.00
20110104;0.05;-0.39;0.37;0.03;0.09;0.00
20110105;-0.30;0.10;0.14;-0.22;0.13;0.00
20110106;-0.24;-0.04;-0.02;-0.01;0.09;0.00
20110107;-0.30;0.04;-0.20;0.07;-0.04;0.00
20110110;-0.22;0.43;-0.21;-0.05;-0.04;0.00
20110111;0.63;-0.01;0.23;-0.12;0.13;0.00
20110112;1.34;-0.34;0.31;-0.50;0.20;0.00
20110113;0.43;0.09;0.18;0.19;0.12;0.00
20110114;0.27;-0.10;0.41;-0.37;0.20;0.00
20110117;-0.19;0.18;0.02;0.01;0.02;0.00
20110118;0.73;-0.24;-0.04;0.07;-0.05;0.00
20110119;-0.56;0.10;-0.05;0.57;-0.23;0.00
20110120;-0.99;-0.54;0.62;0.10;0.23;0.00
20110121;0.41;-0.66;0.48;-0.05;0.32;0.00
20110124;0.57;-0.14;-0.12;0.07;0.23;0.00
20110125;0.04;0.13;0.05;0.17;0.19;0.00
20110126;0.68;0.36;-0.23;-0.14;-0.10;0.00
20110127;0.13;-0.25;0.35;-0.22;0.25;0.00
20110128;-1.37;0.27;0.09;0.03;-0.21;0.00
20110131;0.35;-0.20;-0.12;0.07;-0.06;0.00
20110201;1.87;0.11;0.22;-0.19;-0.01;0.00
20110202;0.13;0.07;-0.11;-0.16;-0.12;0.00
20110203;-0.21;0.04;-0.23;-0.06;-0.02;0.00
20110204;0.15;0.01;-0.13;-0.09;0.14;0.00
20110207;0.56;0.21;0.26;-0.07;0.26;0.00
20110208;0.36;-0.12;0.11;-0.13;0.07;0.00
20110209;-0.09;-0.06;-0.06;0.22;-0.01;0.00
20110210;-0.48;-0.14;-0.08;-0.01;0.07;0.00
20110211;0.24;0.02;0.13;-0.24;0.11;0.00
20110214;0.40;0.22;-0.02;0.02;-0.05;0.00
20110215;-0.21;-0.13;0.10;-0.06;-0.01;0.00
20110216;0.83;-0.15;0.32;-0.33;0.20;0.00
20110217;0.47;0.04;0.14;-0.12;0.07;0.00
20110218;0.30;0.11;-0.01;0.08;0.02;0.00
20110221;-0.48;0.12;-0.17;0.21;-0.13;0.00
20110222;-1.58;-0.19;-0.09;0.54;-0.19;0.00
20110223;-0.56;-0.16;0.05;0.07;-0.26;0.00
20110224;-0.16;-0.16;-0.20;0.12;-0.15;0.00
20110225;1.18;0.25;0.08;-0.47;0.23;0.00
20110228;0.75;0.00;0.15;-0.04;-0.04;0.00
20110301;-0.74;0.49;-0.11;0.23;-0.38;0.00
20110302;-0.14;0.02;-0.29;0.09;0.02;0.00
20110303;1.09;-0.13;-0.03;-0.10;0.22;0.00
20110304;-0.20;0.52;-0.35;0.13;-0.23;0.00
20110307;-0.82;0.04;0.01;0.34;-0.11;0.00
20110308;0.30;-0.22;0.25;-0.18;0.41;0.00
20110309;-0.07;-0.10;0.26;0.23;0.02;0.00
20110310;-1.92;-0.27;-0.10;0.54;-0.17;0.00
20110311;0.21;-0.20;0.00;-0.06;-0.04;0.00
20110314;-1.29;-1.08;-0.28;-0.01;-0.21;0.00
20110315;-2.46;-1.16;-0.55;0.27;0.04;0.00
20110316;-0.61;1.58;0.02;0.11;-0.14;0.00
20110317;1.42;-0.33;0.41;-0.04;0.00;0.00
20110318;0.88;1.02;0.00;-0.03;0.18;0.00
20110321;1.54;0.03;-0.09;-0.24;0.12;0.00
20110322;0.22;0.69;0.26;0.09;-0.17;0.00
20110323;0.06;0.01;-0.23;-0.01;-0.20;0.00
20110324;0.87;-0.23;-0.03;-0.02;0.23;0.00
20110325;0.09;0.12;-0.15;0.08;0.03;0.00
20110328;-0.18;0.06;-0.02;0.09;0.06;0.00
20110329;0.39;-0.05;-0.26;0.15;0.13;0.00
20110330;0.97;0.11;-0.04;-0.02;0.15;0.00
20110331;-0.19;0.45;-0.22;0.02;-0.14;0.00
20110401;0.72;-0.56;0.05;0.02;0.15;0.00
20110404;0.15;0.12;-0.17;0.10;-0.11;0.00
20110405;-0.11;-0.12;-0.35;-0.06;-0.07;0.00
20110406;0.36;-0.28;0.26;-0.26;0.20;0.00
20110407;-0.19;-0.05;-0.02;0.02;-0.13;0.00
20110408;0.58;0.00;-0.04;-0.02;-0.21;0.00
20110411;-0.42;-0.08;-0.07;0.37;-0.11;0.00
20110412;-1.04;-0.12;0.05;0.33;-0.08;0.00
20110413;0.34;0.07;-0.41;-0.02;0.02;0.00
20110414;0.02;0.67;-0.15;0.10;-0.10;0.00
20110415;0.16;0.11;-0.13;0.17;0.10;0.00
20110418;-1.54;0.30;-0.36;0.43;-0.24;0.00
20110419;0.49;-0.37;-0.03;0.06;0.11;0.00
20110420;1.96;-0.18;-0.48;-0.07;0.08;0.00
20110421;0.72;0.03;-0.21;-0.10;0.02;0.00
20110422;0.00;0.03;0.02;-0.03;0.14;0.00
20110425;-0.09;0.02;0.01;0.06;-0.09;0.00
20110426;0.67;-0.22;0.13;0.03;0.35;0.00
20110427;0.69;-0.24;-0.03;0.04;-0.10;0.00
20110428;0.60;0.03;0.16;0.12;-0.05;0.00
20110429;0.34;0.05;0.00;0.03;0.01;0.00
20110502;0.01;-0.37;0.10;0.34;0.05;0.00
20110503;-0.55;-0.34;0.28;0.33;0.15;0.00
20110504;-0.85;0.04;-0.08;0.29;-0.14;0.00
20110505;-1.14;0.30;-0.09;0.20;0.17;0.00
20110506;0.08;-0.15;-0.12;0.00;-0.15;0.00
20110509;0.31;0.46;-0.29;-0.01;-0.15;0.00
20110510;0.70;0.02;0.17;-0.04;0.23;0.00
20110511;-0.94;-0.11;-0.21;0.38;-0.18;0.00
20110512;-0.06;-0.05;-0.04;-0.02;0.15;0.00
20110513;-0.88;-0.28;-0.21;0.18;-0.16;0.00
20110516;-0.49;-0.49;0.00;0.25;-0.11;0.00
20110517;-0.24;-0.08;-0.02;0.04;-0.11;0.00
20110518;0.78;0.08;-0.08;-0.17;-0.03;0.00
20110519;0.51;-0.12;-0.21;0.20;-0.01;0.00
20110520;-0.78;0.31;-0.29;0.08;-0.22;0.00
20110523;-1.74;0.01;0.01;0.29;-0.23;0.00
20110524;0.17;-0.04;-0.10;0.12;-0.16;0.00
20110525;0.37;-0.10;0.05;-0.33;0.11;0.00
20110526;0.67;0.41;-0.28;0.03;0.01;0.00
20110527;0.90;0.05;0.08;-0.12;0.05;0.00
20110530;-0.08;0.18;0.00;0.08;-0.03;0.00
20110531;1.20;-0.18;0.02;-0.11;0.09;0.00
20110601;-1.44;0.41;-0.16;0.47;-0.39;0.00
20110602;-0.32;0.16;0.11;-0.09;0.03;0.00
20110603;-0.35;-0.09;0.17;0.06;-0.04;0.00
20110606;-0.96;0.03;-0.39;0.50;-0.22;0.00
20110607;0.26;0.12;0.03;0.05;0.11;0.00
20110608;-0.93;-0.22;0.14;0.36;-0.18;0.00
20110609;0.44;-0.30;0.00;0.01;0.15;0.00
20110610;-1.50;0.37;0.28;0.04;0.00;0.00
20110613;0.11;-0.17;0.03;0.26;-0.20;0.00
20110614;1.16;-0.09;0.09;-0.08;0.18;0.00
20110615;-1.86;0.31;-0.07;0.22;-0.07;0.00
20110616;-0.45;-0.23;0.34;0.17;0.12;0.00
20110617;0.42;-0.36;0.26;0.02;0.16;0.00
20110620;-0.02;-0.17;0.01;0.15;-0.02;0.00
20110621;1.71;-0.07;-0.04;-0.35;-0.01;0.00
20110622;-0.36;0.34;0.12;-0.13;-0.01;0.00
20110623;-1.00;0.40;-0.31;0.21;-0.11;0.00
20110624;-0.56;0.42;-0.12;0.14;-0.14;0.00
20110627;0.37;-0.44;-0.02;0.21;0.03;0.00
20110628;1.13;-0.20;-0.22;-0.06;-0.02;0.00
20110629;1.49;-0.38;0.15;-0.26;0.12;0.00
20110630;1.24;-0.01;0.11;-0.07;0.13;0.00
20110701;1.01;-0.27;0.17;-0.19;0.12;0.00
20110704;0.30;0.25;-0.12;-0.01;0.03;0.00
20110705;-0.31;0.08;-0.52;0.20;-0.28;0.00
20110706;-0.20;0.34;-0.58;0.40;-0.19;0.00
20110707;0.72;0.08;-0.19;0.01;-0.22;0.00
20110708;-0.58;0.46;-0.52;0.40;-0.08;0.00
20110711;-2.14;0.53;-0.27;0.49;-0.08;0.00
20110712;-0.64;0.02;0.17;-0.04;0.10;0.00
20110713;1.09;0.19;-0.28;-0.04;-0.16;0.00
20110714;-0.74;-0.02;0.00;0.23;-0.04;0.00
20110715;0.16;-0.10;-0.23;0.10;-0.39;0.00
20110718;-1.14;0.12;-0.35;0.29;-0.33;0.00
20110719;1.16;-0.24;-0.21;-0.01;-0.18;0.00
20110720;0.75;-0.27;0.52;-0.39;0.25;0.00
20110721;1.55;-0.53;0.73;-0.41;0.40;0.00
20110722;0.27;0.07;-0.38;-0.01;-0.25;0.00
20110725;-0.50;-0.02;-0.29;0.46;-0.11;0.00
20110726;0.21;0.15;-0.05;0.12;-0.16;0.00
20110727;-1.81;0.28;0.00;0.35;0.18;0.00
20110728;-0.41;-0.14;0.09;-0.19;-0.10;0.00
20110729;-0.38;0.24;0.07;-0.15;0.26;0.00
20110801;-0.67;0.43;-0.20;0.01;-0.17;0.00
20110802;-2.21;0.20;0.00;0.11;-0.18;0.00
20110803;-0.52;-0.39;-0.10;0.10;-0.04;0.00
20110804;-4.51;0.21;0.39;0.41;0.35;0.00
20110805;-1.17;-1.09;0.08;0.67;0.21;0.00
20110808;-5.18;0.00;-0.27;0.67;0.06;0.00
20110809;3.11;-0.73;-0.41;-0.46;-0.12;0.00
20110810;-3.10;1.85;-1.09;0.85;-0.47;0.00
20110811;3.02;-1.04;0.33;-0.25;-0.25;0.00
20110812;1.32;-0.49;-0.25;0.36;-0.10;0.00
20110815;2.05;0.16;0.00;-0.33;0.03;0.00
20110816;-0.77;0.02;0.00;0.31;0.12;0.00
20110817;0.30;0.06;0.17;-0.01;0.10;0.00
20110818;-4.18;0.84;0.40;0.45;0.35;0.00
20110819;-1.62;0.21;0.00;0.05;0.02;0.00
20110822;-0.06;-0.58;-0.45;0.38;-0.12;0.00
20110823;2.34;-0.24;-0.42;0.22;-0.27;0.00
20110824;0.73;-0.64;0.56;-0.23;0.36;0.00
20110825;-0.93;0.23;0.18;-0.35;0.11;0.00
20110826;1.05;0.42;-0.78;0.23;-0.46;0.00
20110829;2.16;0.09;0.29;-0.43;0.10;0.00
20110830;0.46;0.24;-0.38;0.03;-0.36;0.00
20110831;1.19;-0.49;0.00;0.10;-0.14;0.00
20110901;-0.62;-0.26;-0.31;0.19;0.04;0.00
20110902;-2.33;0.64;-0.52;0.49;-0.13;0.00
20110905;-1.90;0.41;-0.18;0.23;-0.03;0.00
20110906;-1.21;-0.21;-0.35;0.23;-0.50;0.00
20110907;3.11;-0.52;0.13;-0.46;-0.13;0.00
20110908;-0.81;-0.12;-0.29;0.22;-0.32;0.00
20110909;-2.71;0.96;-0.29;0.24;-0.17;0.00
20110912;-0.98;-0.16;-0.07;-0.01;-0.20;0.00
20110913;1.01;-0.08;0.16;-0.27;0.12;0.00
20110914;1.07;-0.75;0.09;0.09;-0.04;0.00
20110915;1.94;-0.60;0.41;-0.21;0.16;0.00
20110916;0.53;0.39;-0.12;0.11;-0.08;0.00
20110919;-1.58;0.12;-0.50;0.59;0.06;0.00
20110920;0.13;-1.08;-0.21;0.29;-0.12;0.00
20110921;-2.31;0.31;-0.38;0.37;-0.09;0.00
20110922;-3.91;0.86;0.50;0.39;0.71;0.00
20110923;0.37;-0.58;0.44;-0.05;0.53;0.00
20110926;1.27;-1.70;0.68;-0.33;0.37;0.00
20110927;2.56;-0.22;0.11;-0.23;-0.22;0.00
20110928;-1.48;0.52;0.42;0.43;0.25;0.00
20110929;0.74;0.01;1.22;-0.43;0.64;0.00
20110930;-2.16;0.70;-0.02;0.25;0.09;0.00
20111003;-2.93;-0.42;-0.23;0.80;0.32;0.00
20111004;0.36;0.51;-0.05;0.02;0.26;0.00
20111005;1.86;-1.33;-0.07;-0.37;-0.51;0.00
20111006;2.57;-0.46;-0.09;-0.54;-0.21;0.00
20111007;-0.22;-0.14;-0.49;0.79;-0.03;0.00
20111010;2.95;-0.61;0.02;-0.22;-0.09;0.00
20111011;0.31;0.53;-0.12;-0.18;-0.19;0.00
20111012;1.49;-0.17;0.32;-0.32;-0.05;0.00
20111013;-0.25;0.55;-0.71;0.46;-0.31;0.00
20111014;1.26;-0.53;-0.48;0.10;-0.42;0.00
20111017;-1.43;0.35;0.00;0.31;-0.01;0.00
20111018;0.71;-0.18;0.30;-0.62;0.20;0.00
20111019;-0.57;-0.12;0.66;0.10;0.44;0.00
20111020;-0.36;-0.10;0.01;0.09;0.24;0.00
20111021;2.05;-0.69;0.05;-0.17;0.16;0.00
20111024;1.75;0.36;-0.35;-0.27;-0.42;0.00
20111025;-1.39;0.07;-0.24;0.27;-0.12;0.00
20111026;0.59;0.10;0.12;-0.12;0.09;0.00
20111027;4.16;-0.56;0.69;-1.14;0.04;0.00
20111028;0.09;-0.02;-0.39;-0.07;-0.29;0.00
20111031;-3.12;0.63;-0.66;0.64;0.00;0.00
20111101;-3.22;0.39;-0.61;0.64;-0.04;0.00
20111102;1.08;-0.25;0.21;-0.41;-0.34;0.00
20111103;1.78;-0.44;-0.15;-0.03;-0.05;0.00
20111104;-0.35;0.45;-0.52;0.18;-0.07;0.00
20111107;0.11;-0.24;0.14;0.01;0.11;0.00
20111108;0.87;-0.46;-0.02;-0.11;-0.20;0.00
20111109;-3.04;0.64;-0.07;0.53;0.17;0.00
20111110;0.00;-0.37;0.45;0.18;0.34;0.00
20111111;2.13;-0.42;-0.07;-0.21;-0.01;0.00
20111114;-0.89;0.33;-0.26;0.16;0.02;0.00
20111115;-0.26;0.19;-0.44;0.16;-0.26;0.00
20111116;-1.19;-0.08;0.08;-0.01;0.07;0.00
20111117;-1.32;0.58;0.28;0.21;0.42;0.00
20111118;-0.31;0.08;0.44;-0.02;0.37;0.00
20111121;-2.16;0.32;0.11;0.21;0.19;0.00
20111122;-0.34;-0.09;-0.35;0.13;-0.19;0.00
20111123;-2.17;0.07;0.03;0.32;0.17;0.00
20111124;-0.25;-0.07;-0.06;0.03;-0.10;0.00
20111125;-0.44;-0.64;0.17;-0.15;0.19;0.00
20111128;3.14;-0.56;-0.24;-0.28;-0.32;0.00
20111129;0.66;0.08;0.06;0.25;0.26;0.00
20111130;3.83;-0.69;0.08;-0.34;-0.19;0.00
20111201;0.07;-0.25;-0.22;-0.05;-0.10;0.00
20111202;0.17;0.15;0.43;-0.39;0.28;0.00
20111205;0.98;0.14;0.31;-0.40;-0.08;0.00
20111206;-0.31;-0.20;-0.06;0.14;-0.03;0.00
20111207;0.35;0.19;0.28;-0.11;0.19;0.00
20111208;-2.03;0.22;-0.44;0.66;0.12;0.00
20111209;1.17;-0.10;0.33;-0.33;-0.13;0.00
20111212;-1.75;0.49;-0.20;0.36;0.31;0.00
20111213;-1.00;-0.27;0.18;0.39;0.04;0.00
20111214;-1.53;0.30;0.44;0.03;0.55;0.00
20111215;0.26;-0.20;0.28;0.12;0.24;0.00
20111216;0.25;-0.05;-0.10;-0.08;-0.15;0.00
20111219;-1.03;-0.20;-0.20;0.49;-0.06;0.00
20111220;2.48;-0.23;0.04;-0.36;-0.16;0.00
20111221;0.12;0.18;0.63;-0.16;0.48;0.00
20111222;0.72;-0.52;0.50;-0.39;-0.03;0.00
20111223;0.71;-0.30;-0.18;0.11;-0.08;0.00
20111226;0.10;-0.04;-0.01;-0.04;0.02;0.00
20111227;0.04;0.13;-0.23;0.22;-0.13;0.00
20111228;-1.32;0.08;-0.06;0.23;0.16;0.00
20111229;0.92;-0.16;0.16;-0.17;0.01;0.00
20111230;0.30;0.38;-0.04;-0.09;-0.04;0.00
20120102;0.33;-0.09;0.11;-0.03;0.00;0.00
20120103;1.77;-0.30;0.01;-0.35;-0.36;0.00
20120104;-0.16;0.13;0.00;0.03;0.04;0.00
20120105;-0.66;0.11;-0.28;-0.11;-0.15;0.00
20120106;-0.42;0.08;-0.17;0.12;-0.05;0.00
20120109;0.17;0.21;-0.33;0.05;0.01;0.00
20120110;1.18;-0.28;0.25;-0.58;-0.04;0.00
20120111;-0.16;0.30;0.26;-0.35;0.14;0.00
20120112;0.36;0.05;-0.05;-0.27;0.01;0.00
20120113;-0.53;0.24;-0.10;0.23;0.11;0.00
20120116;0.04;-0.02;-0.02;0.03;-0.07;0.00
20120117;0.78;-0.10;-0.20;0.30;-0.10;0.00
20120118;1.07;0.11;-0.26;-0.33;-0.10;0.00
20120119;0.93;-0.34;0.33;-0.57;-0.07;0.00
20120120;0.22;0.37;0.52;-0.33;0.30;0.00
20120123;0.44;0.04;0.17;-0.15;-0.04;0.00
20120124;-0.28;0.12;-0.14;0.03;-0.14;0.00
20120125;0.79;0.13;-0.45;0.10;-0.15;0.00
20120126;0.20;0.07;-0.12;0.09;-0.17;0.00
20120127;0.10;0.74;-0.14;0.02;-0.08;0.00
20120130;-0.73;0.17;-0.22;0.36;0.01;0.00
20120131;0.08;0.10;0.08;-0.22;-0.07;0.00
20120201;1.40;0.12;0.23;-0.27;0.08;0.00
20120202;0.29;0.34;-0.09;-0.26;-0.21;0.00
20120203;1.20;-0.28;-0.01;-0.32;-0.04;0.00
20120206;0.05;0.25;-0.08;0.06;-0.03;0.00
20120207;0.30;-0.27;0.13;0.10;0.10;0.00
20120208;0.24;0.17;0.45;-0.27;0.05;0.00
20120209;0.16;-0.23;-0.13;0.23;-0.11;0.00
20120210;-1.06;0.09;-0.34;0.37;-0.02;0.00
20120213;0.70;0.06;-0.08;-0.10;0.03;0.00
20120214;-0.35;-0.19;-0.20;0.30;-0.16;0.00
20120215;0.06;-0.12;0.08;-0.24;0.05;0.00
20120216;0.64;-0.21;-0.05;-0.17;-0.01;0.00
20120217;0.41;-0.12;0.42;-0.25;0.21;0.00
20120220;0.66;-0.14;-0.05;-0.08;-0.03;0.00
20120221;-0.18;-0.02;0.05;0.10;-0.15;0.00
20120222;-0.31;0.22;-0.28;0.36;-0.16;0.00
20120223;0.58;0.47;-0.23;-0.21;0.09;0.00
20120224;0.28;-0.33;-0.21;0.13;-0.11;0.00
20120227;-0.11;0.08;0.14;-0.04;0.11;0.00
20120228;0.49;-0.31;-0.09;0.02;-0.14;0.00
20120229;-0.60;-0.38;0.05;0.14;0.24;0.00
20120301;0.52;-0.44;0.05;-0.05;-0.11;0.00
20120302;-0.52;-0.18;0.16;0.01;0.18;0.00
20120305;-0.45;0.26;0.15;0.24;0.29;0.00
20120306;-2.10;0.42;0.18;0.46;0.15;0.00
20120307;0.60;-0.02;-0.05;-0.12;0.03;0.00
20120308;1.55;-0.29;-0.28;-0.21;-0.01;0.00
20120309;0.06;0.20;0.01;-0.16;-0.06;0.00
20120312;-0.08;-0.03;-0.08;0.35;0.05;0.00
20120313;1.26;-0.57;0.27;-0.49;0.06;0.00
20120314;-0.20;-0.37;0.13;0.00;0.18;0.00
20120315;0.68;-0.08;0.22;-0.34;0.25;0.00
20120316;0.47;-0.02;0.06;-0.14;-0.08;0.00
20120319;0.38;0.19;0.03;-0.05;-0.09;0.00
20120320;-0.71;-0.13;0.06;-0.02;0.14;0.00
20120321;-0.22;0.19;-0.30;0.20;0.00;0.00
20120322;-0.69;0.23;-0.05;0.24;0.10;0.00
20120323;0.36;0.25;0.07;-0.15;-0.06;0.00
20120326;1.19;-0.19;-0.52;0.07;-0.12;0.00
20120327;-0.16;0.13;0.13;0.03;0.00;0.00
20120328;-0.54;0.15;0.19;-0.03;0.29;0.00
20120329;-0.51;0.32;-0.18;0.35;-0.04;0.00
20120330;0.44;-0.25;-0.20;0.24;0.04;0.00
20120402;0.93;-0.26;-0.40;0.28;-0.31;0.00
20120403;-0.83;-0.05;-0.32;0.37;0.04;0.00
20120404;-1.63;0.18;0.09;0.37;0.23;0.00
20120405;-0.21;-0.10;-0.34;0.26;-0.17;0.00
20120406;0.08;0.13;-0.01;0.10;0.01;0.00
20120409;-0.75;-0.10;-0.18;0.23;-0.03;0.00
20120410;-1.67;0.40;0.11;0.15;0.11;0.00
20120411;0.57;-0.09;0.01;-0.17;0.06;0.00
20120412;1.49;-0.14;-0.16;-0.16;-0.13;0.00
20120413;-1.22;0.61;-0.32;0.42;-0.04;0.00
20120416;0.07;-0.20;0.36;0.21;0.24;0.00
20120417;1.26;-0.67;0.11;-0.22;-0.18;0.00
20120418;-0.19;0.28;-0.47;0.22;-0.08;0.00
20120419;-0.47;-0.07;-0.17;0.01;0.12;0.00
20120420;0.42;0.17;0.07;0.25;0.40;0.00
20120423;-1.33;0.20;0.09;0.08;0.00;0.00
20120424;0.44;-0.23;0.51;-0.32;0.23;0.00
20120425;1.25;-0.10;-0.53;0.07;-0.41;0.00
20120426;0.58;-0.04;-0.05;-0.01;-0.09;0.00
20120427;0.44;0.19;-0.20;-0.13;-0.07;0.00
20120430;-0.25;0.10;0.10;0.23;-0.06;0.00
20120501;0.13;-0.58;0.11;0.08;0.03;0.00
20120502;-0.28;0.60;-0.36;0.21;0.08;0.00
20120503;-0.62;-0.18;0.02;0.32;0.19;0.00
20120504;-1.47;0.26;0.45;-0.02;0.29;0.00
20120507;-0.31;-0.56;0.28;-0.20;0.13;0.00
20120508;-0.82;0.35;0.44;0.22;0.34;0.00
20120509;-0.77;-0.30;-0.21;0.26;-0.10;0.00
20120510;0.33;0.06;0.37;-0.27;0.24;0.00
20120511;-0.28;-0.28;-0.60;0.38;0.02;0.00
20120514;-1.44;-0.10;0.06;0.24;0.24;0.00
20120515;-0.95;-0.11;-0.13;0.28;0.08;0.00
20120516;-0.74;-0.43;-0.14;0.31;0.16;0.00
20120517;-0.96;0.60;0.27;0.02;0.03;0.00
20120518;-1.02;-0.17;0.29;0.18;0.16;0.00
20120521;1.19;-0.15;-0.68;0.11;-0.47;0.00
20120522;0.38;-0.46;0.21;-0.28;0.03;0.00
20120523;-0.91;0.41;-0.13;-0.07;-0.04;0.00
20120524;0.20;-0.21;0.15;0.04;0.32;0.00
20120525;-0.08;0.08;-0.09;0.13;0.01;0.00
20120528;0.16;-0.02;-0.24;0.10;-0.08;0.00
20120529;0.88;0.03;-0.22;0.01;-0.11;0.00
20120530;-1.63;0.38;0.00;0.25;0.12;0.00
20120531;-0.18;0.38;0.29;-0.01;0.22;0.00
20120601;-1.98;0.15;0.28;0.02;-0.02;0.00
20120604;-0.37;-0.48;-0.15;0.10;-0.19;0.00
20120605;0.62;0.08;0.03;-0.51;-0.06;0.00
20120606;2.37;-0.47;0.12;-0.27;-0.22;0.00
20120607;0.37;-0.12;-0.03;0.17;0.18;0.00
20120608;0.00;-0.11;0.00;0.07;0.17;0.00
20120611;-0.60;-0.03;0.00;0.23;0.09;0.00
20120612;0.73;-0.32;-0.11;-0.22;0.25;0.00
20120613;-0.38;-0.22;0.20;0.08;0.07;0.00
20120614;0.62;-0.17;0.34;-0.09;0.27;0.00
20120615;1.11;-0.12;0.12;-0.16;-0.27;0.00
20120618;0.16;0.24;-0.63;0.17;-0.17;0.00
20120619;1.31;-0.28;0.04;-0.08;-0.09;0.00
20120620;0.25;0.08;0.18;-0.06;0.02;0.00
20120621;-1.95;0.42;0.30;0.07;0.49;0.00
20120622;0.15;0.17;0.14;-0.15;0.16;0.00
20120625;-1.46;0.57;0.00;0.22;0.19;0.00
20120626;0.18;-0.21;0.02;0.11;0.04;0.00
20120627;0.93;-0.16;0.41;-0.36;0.04;0.00
20120628;-0.13;0.13;0.46;0.19;0.36;0.00
20120629;2.95;-0.53;-0.37;-0.11;-0.44;0.00
20120702;0.44;0.19;-0.01;-0.11;0.02;0.00
20120703;0.98;0.04;0.07;-0.05;-0.57;0.00
20120704;-0.10;0.19;0.02;-0.08;-0.07;0.00
20120705;-0.59;0.29;-0.51;0.35;-0.21;0.00
20120706;-1.14;0.21;-0.14;0.18;0.30;0.00
20120709;-0.39;-0.05;-0.18;0.19;0.16;0.00
20120710;-0.44;-0.15;0.02;0.10;0.08;0.00
20120711;-0.12;-0.33;0.41;-0.18;0.11;0.00
20120712;-0.81;0.06;-0.26;0.03;0.13;0.00
20120713;1.37;-0.35;-0.01;0.08;-0.06;0.00
20120716;-0.01;0.01;-0.13;0.13;-0.04;0.00
20120717;0.41;-0.40;-0.06;0.06;-0.05;0.00
20120718;0.60;-0.45;-0.45;0.28;-0.32;0.00
20120719;0.73;-0.07;-0.39;0.34;-0.43;0.00
20120720;-1.40;0.30;-0.34;0.31;-0.09;0.00
20120723;-1.64;-0.33;-0.18;0.08;0.21;0.00
20120724;-0.88;0.16;-0.10;0.01;-0.01;0.00
20120725;0.13;0.00;-0.02;-0.34;-0.05;0.00
20120726;1.97;-0.69;0.38;0.02;0.09;0.00
20120727;1.80;-0.46;0.44;-0.22;-0.05;0.00
20120730;0.34;-0.11;0.37;0.00;0.13;0.00
20120731;-0.33;0.25;0.05;0.19;0.19;0.00
20120801;-0.46;-0.75;0.11;0.02;0.15;0.00
20120802;-0.85;0.51;-0.38;0.11;0.05;0.00
20120803;2.07;-0.90;0.36;-0.16;-0.27;0.00
20120806;0.68;0.25;0.21;-0.23;-0.09;0.00
20120807;0.72;-0.16;0.22;-0.02;-0.22;0.00
20120808;0.05;0.12;0.19;0.09;0.24;0.00
20120809;0.20;0.10;0.15;-0.20;-0.29;0.00
20120810;-0.05;0.11;0.03;0.04;0.04;0.00
20120813;-0.14;-0.02;0.00;-0.06;0.05;0.00
20120814;0.13;-0.11;0.02;0.22;0.11;0.00
20120815;0.00;0.17;-0.20;-0.05;-0.06;0.00
20120816;0.86;-0.05;0.34;-0.20;0.04;0.00
20120817;0.33;0.30;0.21;-0.06;-0.11;0.00
20120820;-0.08;0.03;-0.07;0.10;0.03;0.00
20120821;0.36;0.22;0.31;-0.26;-0.07;0.00
20120822;-0.17;0.09;-0.13;-0.15;-0.14;0.00
20120823;-0.45;0.20;-0.18;-0.12;-0.02;0.00
20120824;0.03;-0.34;-0.22;0.12;0.08;0.00
20120827;0.03;-0.06;-0.06;0.13;-0.07;0.00
20120828;-0.13;0.09;-0.17;0.00;0.06;0.00
20120829;-0.04;0.12;-0.03;-0.02;0.10;0.00
20120830;-0.89;-0.07;-0.13;-0.02;0.37;0.00
20120831;0.58;-0.08;0.03;-0.14;-0.23;0.00
20120903;0.21;-0.10;-0.11;0.00;0.06;0.00
20120904;-0.42;0.46;-0.04;-0.15;0.12;0.00
20120905;-0.11;-0.21;-0.02;-0.04;0.17;0.00
20120906;1.82;-0.72;0.16;-0.19;-0.12;0.00
20120907;1.24;0.30;0.98;-0.38;-0.18;0.00
20120910;-0.41;0.48;0.16;0.07;0.07;0.00
20120911;0.51;-0.04;0.47;-0.18;0.20;0.00
20120912;0.48;0.20;0.47;-0.34;0.10;0.00
20120913;1.05;-0.16;0.01;-0.05;-0.09;0.00
20120914;1.20;-0.07;0.72;-0.41;-0.42;0.00
20120917;-0.39;0.03;-0.48;0.22;-0.14;0.00
20120918;-0.38;0.09;-0.34;-0.03;0.13;0.00
20120919;0.41;0.07;-0.01;-0.13;0.00;0.00
20120920;-0.52;-0.16;-0.27;0.25;0.09;0.00
20120921;0.28;0.19;0.14;-0.10;0.12;0.00
20120924;-0.42;0.07;0.06;-0.01;0.19;0.00
20120925;-0.50;0.09;0.00;-0.07;0.30;0.00
20120926;-1.02;0.27;-0.39;0.21;0.01;0.00
20120927;0.89;-0.01;-0.05;-0.18;-0.21;0.00
20120928;-0.79;0.27;-0.27;0.09;-0.17;0.00
20121001;0.50;-0.40;0.23;-0.04;0.11;0.00
20121002;0.07;-0.17;0.14;0.12;0.06;0.00
20121003;-0.06;-0.52;-0.07;-0.22;0.19;0.00
